platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length,date,time,views_s,likes_s,engagement_rate_s,video_length_s
Facebook,story,2022-06-17 02:00:00,2,Sunday,Brazil,Gaming,Epic Gaming Moments,2,162,#gamers #play,3452766,2287,1170,384,442,137220,0.022686032,mixed,0,50,2022-06-17,02:00:00,0.27365461126566754,0.44851931751323787,9.83584892252085e-06,0.08333333333333334
Instagram,poll,2022-04-24 17:00:00,17,Sunday,India,Fashion,Casual Style Hacks,2,60,#casualstyle #fashionblog,4592511,1363,1080,88,238,64061,0.026365084,negative,0,42,2022-04-24,17:00:00,0.1277553421679779,0.26730731515983525,1.2781471530918854e-05,0.07
Twitter,video,2022-09-10 23:00:00,23,Thursday,India,Fashion,Best Evening Dresses,2,191,#outfitideas #trend,2931839,2182,1678,67,123,63278,0.03748479,neutral,0,449,2022-09-10,23:00:00,0.12619382372590665,0.42792704451853303,2.1684432780811186e-05,0.7483333333333334
Twitter,reel,2022-03-03 18:00:00,18,Saturday,Japan,Health,Mindfulness & Meditation,3,139,#mindfulness #meditation,7576685,1425,1200,34,118,55575,0.028375558,mixed,0,87,2022-03-03,18:00:00,0.11083191241137935,0.2794665620709943,1.4391151869222405e-05,0.14500000000000002
TikTok,image,2022-08-07 23:00:00,23,Wednesday,Brazil,Fashion,Best Evening Dresses,3,168,#streetwear #style,249960,3117,931,101,949,305466,0.013641408,negative,1,0,2022-08-07,23:00:00,0.6091836429447486,0.6112963326142381,2.594296223929159e-06,0.0
Facebook,article,2023-09-18 13:00:00,13,Friday,UK,Travel,Backpacking Asia,2,10,#travel #explore,4088257,2060,255,85,537,187460,0.014306976,mixed,0,0,2023-09-18,13:00:00,0.3738470589408398,0.4040007844675427,3.1271813661414035e-06,0.0
TikTok,story,2023-05-11 01:00:00,1,Wednesday,UK,Comedy,Daily Vlog,2,62,#sports #highlights,4350473,3118,1371,113,219,193316,0.017846335,mixed,1,43,2023-05-11,01:00:00,0.38552554169533443,0.6114924494999019,5.960959168041713e-06,0.07166666666666667
LinkedIn,image,2024-03-11 20:00:00,20,Sunday,Germany,Technology,Top 10 Facts,3,59,#fashion #ootd,2979742,1338,1990,129,99,42816,0.036574258,negative,0,0,2024-03-11,20:00:00,0.08538693948368184,0.26240439301823887,2.095541790282908e-05,0.0
YouTube,live,2022-01-18 00:00:00,0,Sunday,US,Fashion,Best Evening Dresses,2,69,#casualstyle #fashionblog,969503,854,1766,140,483,26474,0.05578848,mixed,0,19,2022-01-18,00:00:00,0.052796474119277674,0.16748382035693274,3.633923056054043e-05,0.03166666666666667
Facebook,story,2023-06-20 21:00:00,21,Friday,Brazil,Music,Top 10 Facts,3,289,#fitness #motivation,7036177,2057,50,138,184,135762,0.017523184,negative,0,21,2023-06-20,21:00:00,0.27074695623560385,0.4034124338105511,5.702229231219287e-06,0.035
LinkedIn,poll,2024-12-07 05:00:00,5,Tuesday,US,Sports,Top Football Highlights,2,152,#basketball #training,9507341,1254,914,126,151,57684,0.026540695,positive,0,14,2024-12-07,05:00:00,0.1150378413951958,0.245930574622475,1.2922073982823141e-05,0.023333333333333334
Instagram,carousel,2023-08-13 23:00:00,23,Friday,Germany,Music,Behind the Scenes,3,178,#travel #explore,9465261,4946,1532,243,717,415464,0.014215397,negative,0,6,2023-08-13,23:00:00,0.8285500613240002,0.96999411649343,3.0538588980560146e-06,0.01
TikTok,carousel,2023-12-05 09:00:00,9,Friday,Brazil,Travel,Luxury Travel Destinations,2,98,#travel #explore,5252062,3053,143,11,365,222869,0.015385651,positive,1,8,2023-12-05,09:00:00,0.44446239293228434,0.5987448519317513,3.9908194628885296e-06,0.013333333333333334
YouTube,image,2022-04-16 14:00:00,14,Saturday,US,Sports,Olympics Moments,2,292,#sports #football,7509799,5078,991,514,390,264056,0.0226542,positive,1,0,2022-04-16,14:00:00,0.5266006561169444,0.995881545401059,9.810362721491204e-06,0.0
LinkedIn,image,2022-12-03 14:00:00,14,Thursday,Canada,Gaming,Epic Gaming Moments,2,244,#vr #gamingcommunity,1506801,1364,839,75,250,87296,0.019347744,positive,0,0,2022-12-03,14:00:00,0.17409235494131842,0.2675034320454991,7.16305804972434e-06,0.0
LinkedIn,poll,2023-02-09 18:00:00,18,Wednesday,UK,Music,Travel Diary,2,121,#travel #explore,2821997,2381,251,154,18,214290,0.011913706,positive,0,58,2023-02-09,18:00:00,0.4273534954680068,0.4669543047656403,1.2110164899720287e-06,0.09666666666666668
YouTube,image,2024-02-20 09:00:00,9,Monday,Brazil,Sports,Cricket World Cup Updates,2,208,#olympics #sports,9903860,2246,288,394,404,152728,0.019930727,positive,0,0,2024-02-20,09:00:00,0.304581850090241,0.4404785252010198,7.629821744586953e-06,0.0
Facebook,carousel,2024-10-04 23:00:00,23,Monday,Brazil,Fashion,Best Evening Dresses,3,252,#outfitideas #trend,7567115,199,346,444,726,14925,0.091719148,positive,0,7,2024-10-04,23:00:00,0.02976457566783332,0.03902726024710727,6.510701856561419e-05,0.011666666666666667
Twitter,image,2022-02-06 14:00:00,14,Sunday,India,Education,Top 10 Facts,3,281,#fashion #ootd,8791975,2007,762,45,915,72252,0.041064039,mixed,0,0,2022-02-06,14:00:00,0.1440904603787131,0.3936065895273583,2.4550148398716547e-05,0.0
Instagram,poll,2023-12-27 22:00:00,22,Friday,Canada,Comedy,Daily Vlog,2,164,#fitness #motivation,9622500,2213,1035,71,99,99585,0.023929066,negative,0,26,2023-12-27,22:00:00,0.19860001794848786,0.4340066679741126,1.0831080589104363e-05,0.043333333333333335
YouTube,story,2024-10-18 03:00:00,3,Monday,Canada,Fashion,Streetwear Collection 2024,2,41,#outfitideas #trend,3711113,5003,347,75,410,380228,0.014433407,positive,1,55,2024-10-18,03:00:00,0.758279737154367,0.9811727789762699,3.2284079897396473e-06,0.09166666666666667
Twitter,story,2022-12-08 02:00:00,2,Wednesday,India,Travel,Luxury Travel Destinations,3,247,#wanderlust #adventure,6978053,3422,1938,195,253,119770,0.032311661,neutral,0,19,2022-12-08,02:00:00,0.2388544876205291,0.671111982741714,1.7542581635853375e-05,0.03166666666666667
TikTok,article,2024-11-28 11:00:00,11,Friday,Brazil,Travel,Luxury Travel Destinations,2,85,#backpacking #travelgram,1207856,1259,1890,188,852,101979,0.022543636,negative,0,0,2024-11-28,11:00:00,0.2033743157139011,0.24691115905079428,9.721839966695969e-06,0.0
Instagram,poll,2024-03-26 13:00:00,13,Friday,Canada,Gaming,Top 10 PC Games 2024,2,271,#vr #gamingcommunity,9565792,1308,11,146,128,88944,0.017786272,positive,0,25,2024-03-26,13:00:00,0.1773789224924467,0.2565208864483232,5.912869896477133e-06,0.04166666666666667
TikTok,carousel,2024-11-06 05:00:00,5,Saturday,Australia,Travel,Exploring Paris in 3 Days,3,99,#wanderlust #adventure,8150420,2968,60,35,357,237440,0.014150884,positive,1,25,2024-11-06,05:00:00,0.47352099474508164,0.5820749166503236,3.0022067465410105e-06,0.04166666666666667
Twitter,article,2024-10-15 02:00:00,2,Wednesday,Brazil,Travel,Backpacking Asia,2,137,#travel #explore,8850280,3153,1911,144,117,239628,0.014247024,mixed,1,0,2024-10-15,02:00:00,0.47788447156660385,0.6183565404981369,3.079180966413789e-06,0.0
YouTube,poll,2024-07-05 09:00:00,9,Tuesday,Germany,Fashion,Best Evening Dresses,3,131,#casualstyle #fashionblog,2970171,4753,1161,299,729,423017,0.013666085,negative,1,12,2024-07-05,09:00:00,0.8436128311745291,0.9321435575603059,2.6140537943868298e-06,0.02
Instagram,carousel,2022-05-30 21:00:00,21,Monday,Canada,Music,Fitness Motivation,2,70,#music #trending,9086795,3505,682,161,779,94635,0.046969441,negative,0,22,2022-05-30,21:00:00,0.18872834963654314,0.687389684251814,2.9278291856019895e-05,0.03666666666666667
Instagram,story,2024-02-06 14:00:00,14,Sunday,US,Health,10 Tips for a Healthier Life,2,76,#health #wellness,4364944,2343,1949,48,48,135894,0.01794768,negative,0,11,2024-02-06,14:00:00,0.27101020072392235,0.4595018631104138,6.042100756485719e-06,0.018333333333333333
Facebook,image,2022-07-22 05:00:00,5,Wednesday,Germany,Comedy,Movie Review,2,286,#fashion #ootd,3599,140,1054,76,388,13300,0.04541012,neutral,0,0,2022-07-22,05:00:00,0.026523876474518135,0.02745636399293979,2.8029825894856586e-05,0.0
Instagram,carousel,2022-02-23 09:00:00,9,Friday,Brazil,Sports,Cricket World Cup Updates,2,275,#cricket #worldcup,7086794,274,888,232,221,25208,0.028838907,positive,0,11,2022-02-23,09:00:00,0.05027172016313181,0.05373602667189645,1.4762130939368357e-05,0.018333333333333333
TikTok,video,2022-07-06 18:00:00,18,Monday,Brazil,Technology,Tech Review,2,280,#fitness #motivation,4721748,5033,1848,232,11,115759,0.045577056,negative,1,433,2022-07-06,18:00:00,0.23085544487321388,0.9870562855461855,2.8163482732475495e-05,0.7216666666666667
LinkedIn,reel,2022-12-11 15:00:00,15,Tuesday,Australia,Comedy,Exploring New Trends,3,67,#sports #highlights,5472775,2193,1076,105,743,179826,0.016910698,mixed,0,19,2022-12-11,15:00:00,0.35862275269975175,0.4300843302608354,5.211844042608942e-06,0.03166666666666667
LinkedIn,video,2024-02-29 15:00:00,15,Monday,Japan,Fashion,Best Evening Dresses,2,46,#fashion #ootd,4113291,768,815,157,274,27648,0.04336504,neutral,0,365,2024-02-29,15:00:00,0.055137754644171234,0.15061776818984113,2.6392438360246425e-05,0.6083333333333334
Facebook,live,2022-07-12 12:00:00,12,Tuesday,Canada,Health,Healthy Eating Habits,2,42,#mindfulness #meditation,4044453,35,1024,160,211,2170,0.187010594,mixed,0,48,2022-07-12,12:00:00,0.004327579845842432,0.006864090998234948,0.00014140184607132415,0.08
YouTube,video,2024-08-09 06:00:00,6,Thursday,Japan,Music,Travel Diary,2,154,#fashion #ootd,409889,834,364,324,272,23352,0.061234103,mixed,0,76,2024-08-09,06:00:00,0.04657034311525921,0.1635614826436556,4.069925325812996e-05,0.12666666666666668
Instagram,image,2024-05-10 23:00:00,23,Saturday,Japan,Comedy,Cooking Tutorial,2,121,#news #update,2963064,3110,207,71,988,248800,0.016756364,positive,1,0,2024-05-10,23:00:00,0.4961759749518881,0.609923514414591,5.088276960750764e-06,0.0
LinkedIn,poll,2024-06-01 03:00:00,3,Tuesday,Brazil,Education,Cooking Tutorial,2,58,#tech #review,2012017,1195,178,80,258,71700,0.021380455,neutral,0,21,2024-06-01,03:00:00,0.14298961979119926,0.2343596783683075,8.79054237936668e-06,0.035
YouTube,story,2024-03-22 08:00:00,8,Tuesday,Germany,Fashion,Best Evening Dresses,2,213,#fashion #ootd,2346048,3253,1015,110,242,250481,0.014392252,mixed,1,34,2024-03-22,08:00:00,0.499528353625096,0.6379682290645224,3.1954573550520635e-06,0.05666666666666667
Instagram,reel,2023-03-14 07:00:00,7,Monday,Australia,Music,Behind the Scenes,3,253,#fitness #motivation,5384263,2196,1630,180,34,65880,0.036581108,neutral,0,17,2023-03-14,07:00:00,0.13138293098806425,0.430672680917827,2.0960902336011197e-05,0.028333333333333335
Twitter,reel,2023-01-05 21:00:00,21,Monday,Brazil,Music,Top 10 Facts,3,156,#tech #review,7238733,1737,1516,188,267,88587,0.024743758,positive,0,65,2023-01-05,21:00:00,0.17666696580813068,0.3406550303981173,1.148336144136766e-05,0.10833333333333334
Instagram,video,2023-05-27 19:00:00,19,Sunday,Australia,Music,Life Hacks,2,248,#travel #explore,4147839,4803,285,39,1008,110469,0.052955554,negative,1,421,2023-05-27,19:00:00,0.22030572257620631,0.9419494018434987,3.407105634785779e-05,0.7016666666666667
Twitter,video,2023-04-16 18:00:00,18,Tuesday,Japan,Travel,Exploring Paris in 3 Days,2,117,#travel #explore,8833017,3041,1418,28,735,282813,0.013450536,negative,1,443,2023-04-16,18:00:00,0.5640072990517216,0.5963914493037851,2.441475095412861e-06,0.7383333333333334
Twitter,live,2022-12-14 10:00:00,10,Sunday,India,News,Behind the Scenes,3,234,#news #update,9530728,2255,956,389,448,101475,0.030470259,mixed,0,36,2022-12-14,10:00:00,0.20236920039486675,0.4422435771719945,1.6068268317544936e-05,0.060000000000000005
Facebook,image,2023-10-14 15:00:00,15,Monday,Australia,Gaming,Top 10 PC Games 2024,2,180,#gaming #esports,6837444,530,1091,42,485,14310,0.073859269,mixed,0,0,2023-10-14,15:00:00,0.02853809566544019,0.1039419494018435,5.0807556811430585e-05,0.0
Instagram,carousel,2023-07-08 14:00:00,14,Saturday,Brazil,Education,Funny Moments,2,275,#fitness #motivation,4376608,266,180,101,197,14098,0.040002837,negative,0,6,2023-07-08,14:00:00,0.028115309062989223,0.052167091586585605,2.3700500010143302e-05,0.01
LinkedIn,image,2024-09-25 09:00:00,9,Friday,Brazil,Travel,Backpacking Asia,2,81,#backpacking #travelgram,668349,889,68,420,739,63119,0.032446134,neutral,0,0,2024-09-25,09:00:00,0.12587673377406844,0.17434791135516767,1.7650247064072138e-05,0.0
TikTok,video,2022-12-20 08:00:00,8,Friday,UK,Education,Exploring New Trends,3,44,#music #trending,729741,337,98,23,82,32015,0.013805597,mixed,0,362,2022-12-20,08:00:00,0.06384675979937579,0.06609139046871935,2.725753683744963e-06,0.6033333333333334
TikTok,poll,2024-01-09 12:00:00,12,Thursday,Japan,News,Behind the Scenes,3,48,#tech #review,1093849,401,1305,33,88,34486,0.015136138,negative,0,27,2024-01-09,12:00:00,0.06877461684964153,0.07864287115120612,3.7910475830974284e-06,0.045000000000000005
Facebook,live,2024-10-14 13:00:00,13,Sunday,India,Education,Funny Moments,2,49,#education #learning,816996,134,931,95,397,12864,0.048659153,neutral,0,37,2024-10-14,13:00:00,0.025654371952496337,0.026279662678956657,3.063115500361373e-05,0.06166666666666667
LinkedIn,story,2022-11-26 14:00:00,14,Tuesday,UK,Comedy,Top 10 Facts,3,47,#travel #explore,7145412,3825,1882,245,831,172125,0.028473328,neutral,1,41,2022-11-26,14:00:00,0.3432648299380777,0.7501470876642479,1.4469431143998373e-05,0.06833333333333334
YouTube,live,2024-11-18 18:00:00,18,Friday,Canada,Travel,Top Beaches to Visit,2,57,#wanderlust #adventure,3769924,1221,1253,70,251,86691,0.017787108,neutral,0,53,2024-11-18,18:00:00,0.17288581770319186,0.23945871739556776,5.913539237519506e-06,0.08833333333333333
LinkedIn,image,2024-07-23 05:00:00,5,Monday,US,Comedy,Exploring New Trends,3,162,#music #trending,1647067,696,1634,149,279,59856,0.018778088,mixed,0,0,2024-07-23,05:00:00,0.11936940979389153,0.13649735242204353,6.706964579827863e-06,0.0
Facebook,article,2024-10-12 06:00:00,6,Monday,India,Technology,Cooking Tutorial,2,101,#tech #review,6601743,1410,641,151,117,67680,0.024792778,mixed,0,0,2024-10-12,06:00:00,0.13497262855604417,0.27652480878603647,1.1522609166124926e-05,0.0
Instagram,poll,2022-06-26 12:00:00,12,Thursday,Brazil,Gaming,Epic Gaming Moments,2,41,#gaming #esports,6514985,3027,636,12,777,260322,0.014658712,mixed,1,20,2022-06-26,12:00:00,0.5191540279398128,0.593645812904491,3.408797802600437e-06,0.03333333333333333
LinkedIn,article,2023-07-06 21:00:00,21,Saturday,UK,Travel,Exploring Paris in 3 Days,2,176,#luxurytravel #vacation,3776460,2925,395,26,748,128700,0.028741035,mixed,0,0,2023-07-06,21:00:00,0.2566633761105627,0.5736418905667778,1.4683769998580044e-05,0.0
Instagram,carousel,2022-02-23 10:00:00,10,Saturday,India,News,Funny Moments,2,255,#education #learning,3769524,496,1184,148,735,17360,0.079430908,mixed,0,25,2022-02-23,10:00:00,0.03462063876673946,0.09727397528927241,5.5268473864038706e-05,0.04166666666666667
LinkedIn,live,2024-05-20 05:00:00,5,Thursday,India,Fashion,Streetwear Collection 2024,2,219,#casualstyle #fashionblog,8987246,1916,1201,36,437,55564,0.042994691,negative,0,15,2024-05-20,05:00:00,0.11080997537068614,0.3757599529319474,2.6095919477828457e-05,0.025
Twitter,video,2023-07-07 02:00:00,2,Monday,Japan,Fashion,Best Evening Dresses,2,100,#outfitideas #trend,9491055,3554,648,102,92,273658,0.013695877,positive,1,364,2023-07-07,02:00:00,0.5457496983656905,0.696999411649343,2.637906675169541e-06,0.6066666666666667
Facebook,image,2023-01-27 11:00:00,11,Sunday,Brazil,Fashion,Streetwear Collection 2024,3,247,#casualstyle #fashionblog,8460525,71,1237,89,376,4615,0.116117851,neutral,0,0,2023-01-27,11:00:00,0.009203585709015126,0.013924298882133751,8.464177131506925e-05,0.0
Twitter,story,2024-11-29 16:00:00,16,Wednesday,Canada,Education,Daily Vlog,2,125,#tech #review,3775409,613,1891,329,311,51492,0.024333405,positive,0,29,2024-11-29,16:00:00,0.10268928176134495,0.12021965091194352,1.115481346916614e-05,0.04833333333333334
Twitter,poll,2023-11-29 00:00:00,0,Tuesday,Japan,Fashion,Casual Style Hacks,2,121,#outfitideas #trend,6519357,2525,198,206,453,179275,0.017760325,negative,0,22,2023-11-29,00:00:00,0.35752390638866455,0.4951951363012355,5.892095504101027e-06,0.03666666666666667
TikTok,article,2022-11-11 06:00:00,6,Wednesday,Brazil,Education,Funny Moments,2,122,#tech #review,4880734,324,1887,100,352,27540,0.028176174,positive,0,0,2022-11-11,06:00:00,0.05492237279009244,0.06354187095508923,1.4231515631911048e-05,0.0
Instagram,video,2023-07-02 11:00:00,11,Monday,Japan,Fashion,Summer Outfit Trends,2,202,#streetwear #style,1877838,3478,387,103,118,278240,0.013294231,negative,1,501,2023-07-02,11:00:00,0.554887472952626,0.68209452833889,2.316329937963155e-06,0.8350000000000001
YouTube,story,2022-08-08 21:00:00,21,Thursday,Australia,Gaming,Epic Gaming Moments,3,170,#vr #gamingcommunity,6022457,1200,60,57,215,24000,0.061330778,negative,0,46,2022-08-08,21:00:00,0.04786263423973197,0.2353402627966268,4.077665582424397e-05,0.07666666666666667
YouTube,article,2023-05-04 07:00:00,7,Wednesday,Australia,Music,Top 10 Facts,3,147,#tech #review,6431706,4646,1238,228,740,125442,0.044753394,negative,1,0,2023-05-04,07:00:00,0.2501660235125191,0.9111590507942734,2.750402007500876e-05,0.0
Instagram,reel,2024-12-08 00:00:00,0,Monday,Australia,News,Movie Review,2,80,#tech #review,5663388,2092,1951,499,402,83680,0.035766781,positive,0,32,2024-12-08,00:00:00,0.16688105138253215,0.410276524808786,2.0308913719968546e-05,0.05333333333333334
Twitter,carousel,2023-08-16 00:00:00,0,Wednesday,Japan,Travel,Backpacking Asia,2,204,#luxurytravel #vacation,2477160,2604,1837,23,436,88536,0.034595706,neutral,0,20,2023-08-16,00:00:00,0.17656525771037124,0.5106883702686801,1.9371295823801356e-05,0.03333333333333333
LinkedIn,carousel,2024-05-19 02:00:00,2,Friday,Brazil,Health,Daily Fitness Routine,2,267,#health #wellness,1006656,4030,1855,408,487,338520,0.01454858,mixed,1,19,2024-05-19,02:00:00,0.6751024559514195,0.7903510492253383,3.3206209273869054e-06,0.03166666666666667
TikTok,image,2024-09-25 11:00:00,11,Wednesday,UK,Travel,Backpacking Asia,3,84,#travel #explore,8590302,3414,773,199,207,293604,0.013010678,mixed,1,0,2024-09-25,11:00:00,0.5855275359717611,0.6695430476564032,2.0893040281692527e-06,0.0
Twitter,story,2023-04-02 07:00:00,7,Thursday,Brazil,News,Life Hacks,2,185,#education #learning,5803928,2705,1085,38,400,208285,0.015089828,negative,0,17,2023-04-02,07:00:00,0.4153778655259406,0.5304961757207295,3.7539696121976114e-06,0.028333333333333335
Instagram,story,2024-11-06 08:00:00,8,Sunday,UK,Sports,Cricket World Cup Updates,3,44,#olympics #sports,6356872,1405,1258,156,117,51985,0.032277921,positive,0,7,2024-11-06,08:00:00,0.10367246003968611,0.2755442243577172,1.7515567800004535e-05,0.011666666666666667
YouTube,reel,2022-02-23 15:00:00,15,Monday,Canada,Comedy,Breaking News,2,218,#fashion #ootd,6817485,5040,1944,418,700,277200,0.022214927,neutral,1,43,2022-02-23,15:00:00,0.5528134254689043,0.9884291037458325,9.45866003284782e-06,0.07166666666666667
Facebook,video,2022-04-30 07:00:00,7,Friday,India,Health,Mindfulness & Meditation,2,147,#health #wellness,9328367,1605,1555,190,296,73830,0.028321437,mixed,0,496,2022-04-30,07:00:00,0.1472374285799755,0.3147676014904883,1.434782004320062e-05,0.8266666666666668
Instagram,live,2024-05-23 17:00:00,17,Monday,Japan,News,Travel Diary,2,103,#sports #highlights,1919981,3044,794,75,951,261784,0.015547109,neutral,1,15,2024-05-23,17:00:00,0.5220696600755831,0.5969797999607767,4.1200903552561085e-06,0.025
Twitter,live,2022-07-02 23:00:00,23,Wednesday,Japan,News,Breaking News,2,163,#fashion #ootd,2102406,1815,451,241,432,114345,0.021758522,negative,0,9,2022-07-02,23:00:00,0.22803553800592302,0.355952147479898,9.093240656718892e-06,0.015000000000000001
Twitter,poll,2024-03-01 19:00:00,19,Thursday,UK,Music,Movie Review,2,62,#travel #explore,4840276,1506,1553,204,107,137046,0.013258225,negative,0,21,2024-03-01,19:00:00,0.27330760716742947,0.2953520298097666,2.2875018356047287e-06,0.035
